Zip,City,State,Latitude,Longitude,Timezone,Daylight savings time flag,geopoint
08201,Absecon,NJ,39.457517,-74.50914,-5,1,"39.457517, -74.50914"
07432,Midland Park,NJ,40.99312,-74.14286,-5,1,"40.99312, -74.14286"
07723,Deal,NJ,40.250104,-74.00153,-5,1,"40.250104, -74.00153"
07461,Sussex,NJ,41.229754,-74.60203,-5,1,"41.229754, -74.60203"
08505,Bordentown,NJ,40.132784,-74.71778,-5,1,"40.132784, -74.71778"
07065,Rahway,NJ,40.607103,-74.28099,-5,1,"40.607103, -74.28099"
07104,Newark,NJ,40.767702,-74.16831,-5,1,"40.767702, -74.16831"
07938,Liberty Corner,NJ,40.655399,-74.586151,-5,1,"40.655399, -74.586151"
08110,Pennsauken,NJ,39.966812,-75.05681,-5,1,"39.966812, -75.05681"
08756,Toms River,NJ,39.787966,-74.191058,-5,1,"39.787966, -74.191058"
08043,Voorhees,NJ,39.851969,-74.96128,-5,1,"39.851969, -74.96128"
08609,Trenton,NJ,40.224441,-74.7421,-5,1,"40.224441, -74.7421"
08074,Richwood,NJ,39.716194,-75.17326,-5,1,"39.716194, -75.17326"
08792,Berkeley,NJ,39.907488,-74.081074,-5,1,"39.907488, -74.081074"
07840,Hackettstown,NJ,40.861748,-74.83054,-5,1,"40.861748, -74.83054"
08204,Cape May,NJ,38.963652,-74.92319,-5,1,"38.963652, -74.92319"
08602,Trenton,NJ,40.280531,-74.712018,-5,1,"40.280531, -74.712018"
07011,Clifton,NJ,40.879699,-74.14263,-5,1,"40.879699, -74.14263"
07728,Freehold,NJ,40.241036,-74.27629,-5,1,"40.241036, -74.27629"
07926,Brookside,NJ,40.800353,-74.571785,-5,1,"40.800353, -74.571785"
07039,Livingston,NJ,40.788733,-74.32134,-5,1,"40.788733, -74.32134"
07509,Paterson,NJ,41.011428,-74.304793,-5,1,"41.011428, -74.304793"
07008,Carteret,NJ,40.582504,-74.22997,-5,1,"40.582504, -74.22997"
08625,Trenton,NJ,40.206709,-74.75643,-5,1,"40.206709, -74.75643"
08016,Burlington,NJ,40.06834,-74.84463,-5,1,"40.06834, -74.84463"
07709,Allenhurst,NJ,40.302718,-74.24928,-5,1,"40.302718, -74.24928"
07641,Haworth,NJ,40.958573,-73.98659,-5,1,"40.958573, -73.98659"
07501,Paterson,NJ,40.912198,-74.16863,-5,1,"40.912198, -74.16863"
08035,Haddon Heights,NJ,39.87913,-75.06599,-5,1,"39.87913, -75.06599"
08328,Malaga,NJ,39.572449,-75.0543,-5,1,"39.572449, -75.0543"
08226,Ocean City,NJ,39.265371,-74.59381,-5,1,"39.265371, -74.59381"
08833,Lebanon,NJ,40.643314,-74.82345,-5,1,"40.643314, -74.82345"
08554,Roebling,NJ,40.113883,-74.77977,-5,1,"40.113883, -74.77977"
07802,Dover,NJ,40.867331,-74.578269,-5,1,"40.867331, -74.578269"
07112,Newark,NJ,40.711651,-74.21303,-5,1,"40.711651, -74.21303"
07005,Boonton,NJ,40.912798,-74.41516,-5,1,"40.912798, -74.41516"
08062,Mullica Hill,NJ,39.716939,-75.21987,-5,1,"39.716939, -75.21987"
08830,Iselin,NJ,40.571504,-74.3183,-5,1,"40.571504, -74.3183"
07660,Ridgefield Park,NJ,40.856749,-74.02278,-5,1,"40.856749, -74.02278"
08832,Keasbey,NJ,40.517855,-74.30325,-5,1,"40.517855, -74.30325"
08020,Clarksboro,NJ,39.800958,-75.2211,-5,1,"39.800958, -75.2211"
08605,Trenton,NJ,40.280531,-74.712018,-5,1,"40.280531, -74.712018"
08104,Camden,NJ,39.918663,-75.10976,-5,1,"39.918663, -75.10976"
07970,Mount Freedom,NJ,40.813281,-74.57267,-5,1,"40.813281, -74.57267"
07602,Hackensack,NJ,40.948054,-74.083231,-5,1,"40.948054, -74.083231"
07712,Asbury Park,NJ,40.232713,-74.03143,-5,1,"40.232713, -74.03143"
08093,Westville,NJ,39.861413,-75.13284,-5,1,"39.861413, -75.13284"
08018,Cedar Brook,NJ,39.80237,-74.938259,-5,1,"39.80237, -74.938259"
08095,Winslow,NJ,39.656976,-74.86043,-5,1,"39.656976, -74.86043"
08283,Sea Isle City,NJ,39.16076,-74.696498,-5,1,"39.16076, -74.696498"
07082,Towaco,NJ,40.92241,-74.34625,-5,1,"40.92241, -74.34625"
08518,Florence,NJ,40.11791,-74.8047,-5,1,"40.11791, -74.8047"
08015,Browns Mills,NJ,39.960596,-74.5606,-5,1,"39.960596, -74.5606"
08606,Trenton,NJ,40.280531,-74.712018,-5,1,"40.280531, -74.712018"
07427,West Paterson,NJ,40.875949,-74.201489,-5,1,"40.875949, -74.201489"
08739,Normandy Beach,NJ,40.000759,-74.24928,-5,1,"40.000759, -74.24928"
08825,Frenchtown,NJ,40.509998,-75.03239,-5,1,"40.509998, -75.03239"
08810,Dayton,NJ,40.372881,-74.51363,-5,1,"40.372881, -74.51363"
08070,Pennsville,NJ,39.645377,-75.51923,-5,1,"39.645377, -75.51923"
07856,Mount Arlington,NJ,40.919498,-74.63559,-5,1,"40.919498, -74.63559"
08720,Allenwood,NJ,40.14386,-74.10286,-5,1,"40.14386, -74.10286"
07451,Ridgewood,NJ,40.948054,-74.083231,-5,1,"40.948054, -74.083231"
07045,Montville,NJ,40.906152,-74.36742,-5,1,"40.906152, -74.36742"
08079,Salem,NJ,39.549912,-75.43943,-5,1,"39.549912, -75.43943"
08677,Trenton,NJ,40.280531,-74.712018,-5,1,"40.280531, -74.712018"
08620,Trenton,NJ,40.17296,-74.66915,-5,1,"40.17296, -74.66915"
07208,Elizabeth,NJ,40.673102,-74.22834,-5,1,"40.673102, -74.22834"
07670,Tenafly,NJ,40.92169,-73.96482,-5,1,"40.92169, -73.96482"
07865,Port Murray,NJ,40.783175,-74.90934,-5,1,"40.783175, -74.90934"
08021,Clementon,NJ,39.810485,-74.99574,-5,1,"39.810485, -74.99574"
08106,Audubon,NJ,39.892213,-75.07212,-5,1,"39.892213, -75.07212"
08751,Seaside Heights,NJ,39.948518,-74.0759,-5,1,"39.948518, -74.0759"
07644,Lodi,NJ,40.877999,-74.08265,-5,1,"40.877999, -74.08265"
07023,Fanwood,NJ,40.641852,-74.38533,-5,1,"40.641852, -74.38533"
07192,Newark,NJ,40.79185,-74.245241,-5,1,"40.79185, -74.245241"
07863,Oxford,NJ,40.815107,-74.96802,-5,1,"40.815107, -74.96802"
08011,Birmingham,NJ,39.978635,-74.71323,-5,1,"39.978635, -74.71323"
08877,South River,NJ,40.430006,-74.417344,-5,1,"40.430006, -74.417344"
07977,Peapack,NJ,40.707505,-74.65657,-5,1,"40.707505, -74.65657"
08361,Vineland,NJ,39.464582,-74.96994,-5,1,"39.464582, -74.96994"
07921,Bedminster,NJ,40.652301,-74.653,-5,1,"40.652301, -74.653"
08730,Brielle,NJ,40.108433,-74.06226,-5,1,"40.108433, -74.06226"
08049,Magnolia,NJ,39.85478,-75.03671,-5,1,"39.85478, -75.03671"
07444,Pompton Plains,NJ,40.964548,-74.29813,-5,1,"40.964548, -74.29813"
07727,Farmingdale,NJ,40.205367,-74.15767,-5,1,"40.205367, -74.15767"
08240,Pomona,NJ,39.487717,-74.554334,-5,1,"39.487717, -74.554334"
07738,Lincroft,NJ,40.337374,-74.12059,-5,1,"40.337374, -74.12059"
07976,New Vernon,NJ,40.733739,-74.48851,-5,1,"40.733739, -74.48851"
07097,Jersey City,NJ,40.73276,-74.075485,-5,1,"40.73276, -74.075485"
07646,New Milford,NJ,40.936211,-74.0188,-5,1,"40.936211, -74.0188"
07018,East Orange,NJ,40.75555,-74.21897,-5,1,"40.75555, -74.21897"
08033,Haddonfield,NJ,39.895213,-75.04019,-5,1,"39.895213, -75.04019"
08601,Trenton,NJ,40.280531,-74.712018,-5,1,"40.280531, -74.712018"
08828,Helmetta,NJ,40.37594,-74.41955,-5,1,"40.37594, -74.41955"
07114,Newark,NJ,40.707553,-74.17883,-5,1,"40.707553, -74.17883"
08510,Clarksburg,NJ,40.18238,-74.42134,-5,1,"40.18238, -74.42134"
07839,Greendell,NJ,41.12831,-74.678956,-5,1,"41.12831, -74.678956"
07828,Budd Lake,NJ,40.878198,-74.73875,-5,1,"40.878198, -74.73875"
